url,toc_title,title,display_title,description,summary,updated_at,ms_topic,sub_skill_type,confidence,has_expert_knowledge,classification_reason,change_type
https://learn.microsoft.com/en-us/azure/foundry-local/how-to/how-to-use-tool-calling-with-foundry-local,Use tool calling,Use tool calling with Foundry Local - Foundry Local,Implement tool calling with Foundry Local models,Learn how to write applications with Foundry Local that make use of tool calling,"Foundry Local can make use of tool calling, a technique where you prompt the model with definitions of available tools that together with a text prompt, allow the model to work out which tools should be called and with what input data. The application then calls those tools and adds the results to a subsequent model prompt to answer the user's query. The tools can perform functions that the model doesn't have access to, such as getting the current weather, or reading files on the local file syst",2026-06-15T08:00:00.000Z,how-to,integrations,0.7,True,Describes how to define and pass tools to models; expected to include schema/parameter formats and code patterns unique to Foundry Local’s tool-calling support.,updated
https://learn.microsoft.com/en-us/azure/foundry-local/reference/reference-best-practice,CLI (preview) best practice and troubleshooting,Best practices and troubleshooting guide for Foundry Local - Foundry Local,Best practices and troubleshooting for Foundry Local CLI,Guidance on best practices and troubleshooting for Foundry Local.,Important This article lists best practices and troubleshooting tips for Foundry Local CLI.,2026-06-15T08:00:00.000Z,troubleshooting,best-practices,0.8,True,"Explicitly a best-practices and troubleshooting guide; likely includes product-specific DOs/DON’Ts, edge cases, and error-resolution mappings.",updated
https://learn.microsoft.com/en-us/azure/foundry-local/reference/reference-cli,CLI (preview) guide,Foundry Local CLI Reference - Foundry Local,Foundry Local CLI command and options reference,Complete reference guide for the Foundry Local command-line interface.,"Important This article provides a comprehensive reference for the Foundry Local command-line interface (CLI). The CLI organizes commands into logical categories to help you manage models, control the service, and maintain your local cache.",2026-06-15T08:00:00.000Z,reference,configuration,0.8,True,"Comprehensive CLI reference; expected to contain command/option tables and defaults, which are configuration parameters unique to this product.",updated
https://learn.microsoft.com/en-us/azure/foundry-local/reference/reference-rest,CLI REST (preview) API,Foundry Local REST API Reference - Foundry Local,Foundry Local REST API reference for local inference,Complete reference guide for the Foundry Local REST API.,Important Caution This API refers to the REST API available in the Foundry Local CLI. This API is under active development and may include breaking changes without notice. We strongly recommend monitoring the changelog before building production applications.,2026-06-15T08:00:00.000Z,reference,integrations,0.8,True,"REST API reference; will list endpoints, request/response schemas, and parameters specific to Foundry Local, matching integrations criteria.",updated
https://learn.microsoft.com/en-us/azure/foundry-local/reference/reference-sdk-current,SDK guide,Foundry Local SDK Reference - Foundry Local,"Reference for Foundry Local SDKs in C#, JS, Python, Rust",Reference guide for the Foundry Local SDK.,"The Foundry Local SDK enables you to ship AI features in your applications that are capable of using local AI models through a simple and intuitive API. The SDK abstracts away the complexities of managing AI models and provides a seamless experience for integrating local AI capabilities into your applications. This reference documents SDK implementations for C#, JavaScript, Python, and Rust. The SDK doesn't require the Foundry Local CLI to be installed on the end users machine, allowing you to s",2026-06-15T08:00:00.000Z,concept-article,integrations,0.8,True,"SDK reference; expected to list classes, methods, and parameters unique to Foundry Local, matching integrations & coding patterns.",updated
https://learn.microsoft.com/en-us/azure/foundry-local/reference/reference-sdk-legacy,Legacy SDK,Foundry Local Legacy SDK Reference - Foundry Local,Legacy Foundry Local SDK reference and CLI-dependent APIs,Reference guide for the Foundry Local Legacy SDK.,"Warning This reference applies to earlier versions of the Foundry Local SDK that depend on the Foundry Local CLI for service management. For new development, use thecurrent SDK reference. The following table shows the SDK versions where there was a dependency on the CLI: Support for CLI-dependent versions ends 31 August 2026.",2026-06-15T08:00:00.000Z,concept-article,integrations,0.75,True,"Reference for older SDK versions; contains product-specific API signatures and behaviors, still an integrations-style reference.",updated
https://learn.microsoft.com/en-us/azure/foundry-local/reference/reference-sdk-migration,Guidance for migrating from the legacy SDK,Foundry Local SDK Migration Guide - Foundry Local,Migrate from legacy to current Foundry Local SDK,Migration guide for updating from Foundry Local SDK legacy version to the current version.,This guide provides instructions for migrating your code from the legacy version of the Foundry Local SDK to the current version. The new SDK removes the dependency on the Foundry Local CLI and therefore allows you to ship your applications without requiring your users to install the CLI or set up a local Foundry environment. The new SDK also includes improvements to the API for better usability and performance.,2026-06-15T08:00:00.000Z,concept-article,decision-making,0.7,True,"Migration guide between SDK versions; likely includes side-by-side API changes and guidance on when/how to move, fitting decision-making and upgrade-path criteria.",updated
https://learn.microsoft.com/en-us/azure/foundry-local/tutorials/tutorial-build-chat-assistant,Build a multi-turn chat assistant,Tutorial: Build a multi-turn chat assistant with Foundry Local - Foundry Local,,"Build an interactive chat assistant that maintains conversation context across multiple exchanges using the Foundry Local SDK. This tutorial covers model selection, system prompts, conversation histor","In this tutorial, you build an interactive chat assistant that runs entirely on your device. The assistant maintains conversation context across multiple exchanges, so it remembers what you discussed earlier in the conversation. You use the Foundry Local SDK to select a model, define a system prompt, and stream responses token by token. In this tutorial, you learn how to:",2026-06-15T08:00:00.000Z,tutorial,,0.3,False,"Scenario tutorial for building a chat assistant; likely step-by-step code but not organized as best-practices, limits, or troubleshooting.",updated
https://learn.microsoft.com/en-us/azure/foundry-local/tutorials/tutorial-build-document-summarizer,Build a document summarizer,Tutorial: Build a document summarizer - Foundry Local,,Build a document summarization application that reads text files and generates concise summaries using the Foundry Local SDK. Everything runs locally on your device.,"Build an application that reads text files and generates concise summaries — entirely on your device. This is useful when you need to quickly understand the content of documents without reading them in full, and when the documents contain sensitive information that shouldn't leave your machine. In this tutorial, you learn how to:",2026-06-15T08:00:00.000Z,tutorial,,0.3,False,"Document summarizer tutorial; standard how-to flow, not a configuration, limits, or troubleshooting reference.",updated
https://learn.microsoft.com/en-us/azure/foundry-local/tutorials/tutorial-build-rag-app,Build a RAG application,Tutorial: Build a RAG application - Foundry Local,,Build a retrieval-augmented generation (RAG) application that answers questions about a document collection using on-device embedding and chat models with the Foundry Local SDK.,"Build a retrieval-augmented generation (RAG) application that answers questions about a collection of documents entirely on your device. RAG combines embedding-based search with a chat model so that answers are grounded in your own data rather than relying solely on the model's training knowledge. In this tutorial, you learn how to:",2026-06-15T08:00:00.000Z,tutorial,,0.3,False,"RAG tutorial; focuses on building an example app, not on product-specific limits, configs, or decision matrices.",updated
https://learn.microsoft.com/en-us/azure/foundry-local/tutorials/tutorial-build-tool-calling-assistant,Build an AI assistant with tool calling,Tutorial: Build an AI assistant with tool calling - Foundry Local,,"Build an AI assistant that uses tool calling to perform actions like looking up information and doing calculations, all running locally with the Foundry Local SDK.","Build an AI assistant that goes beyond conversation — it can call functions to perform actions. The assistant decides when a function is needed, you execute it, and feed the result back. Everything runs locally with the Foundry Local SDK. In this tutorial, you learn how to:",2026-06-15T08:00:00.000Z,tutorial,,0.3,False,Tutorial for tool-calling assistant; focuses on example implementation rather than reference-style configs or error mappings.,updated
https://learn.microsoft.com/en-us/azure/foundry-local/tutorials/tutorial-build-voice-to-text-note-taker,Build a voice-to-text note taker,Tutorial: Build a voice-to-text note taker - Foundry Local,,Build a note-taking application that transcribes audio files and summarizes them using the Foundry Local SDK. Combines speech-to-text and chat models in one app.,"Build an application that converts spoken audio into organized notes — entirely on your device. The app first transcribes an audio file using a speech-to-text model, then uses a chat model to summarize and organize the transcription into clean notes. In this tutorial, you learn how to:",2026-06-15T08:00:00.000Z,tutorial,,0.3,False,Tutorial for voice-to-text app; appears as a guided example without detailed config matrices or troubleshooting content.,updated
https://learn.microsoft.com/en-us/azure/foundry-local/what-is-foundry-local,What is Foundry Local?,What is Foundry Local? - Foundry Local,,"Foundry Local is an end-to-end local AI solution that handles model acquisition, hardware acceleration, and inference—all shipped inside your app.","Foundry Local is anend-to-end local AI solution for shipping applications that run entirely on the user's device. It provides an easy-to-use SDK (C#, JavaScript, Rust, and Python), a curated catalog of optimized models, and automatic hardware acceleration—all in a lightweight package. User data never leaves the device, responses start immediately with zero network latency, and your app works offline. There are no per-token costs and no backend infrastructure to maintain. Foundry Local is one of ",2026-06-18T17:20:00.000Z,overview,,0.2,False,"High-level product overview of Foundry Local; no detailed limits, configs, error codes, or decision matrices.",updated
